OBJECTID,ID,Name,Type,Street,Town,OwnerTyp,ConsType,ConsJuri,Steward,Playground,Ball Field,Soccer Field,Football Field,Multi-use Field,Basketball Court,Tennis,Volleyball Court,Track,Skate Park,IH_Rink,SH_Rink,Golf,Fishing,Boating,Hunting,Trails,Beach,Pool,Active Rec,Rest Room,Walking Path,Bike Path,State Grant,LWCF Grant,Lon,Lat,Short Summary,About Links,Map Links
666,666,Father Tirocchi Playground,Local Park,Pontiac,Warwick,Municipal,,,Municipal,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,N,Y,-71.48526,41.723669,Father Tirocchi Playground is a Local Park located in Warwick,,
667,667,Pilgrim High School,School,Pilgrim,Warwick,School,,,School,0,1,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.409104,41.746083,Pilgrim High School is a School located in Warwick,,
669,669,West Warwick School Complex,School,Webster Knight,West Warwick,School,,,School,0,1,3,1,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.515731,41.708819,West Warwick School Complex is a School located in West Warwick,,
670,670,Cold Spring Park,Local Park,Katherine,Woonsocket,Municipal,,,Municipal,1,2,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Y,Y,-71.525199,42.009141,Cold Spring Park is a Local Park located in Woonsocket,,
672,672,Exeter / West Greenwich Soccer,Athletic Facility,Victory,West Greenwich,Municipal,,,Municipal,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,N,N,-71.68619,41.6393,Exeter / West Greenwich Soccer is a Athletic Facility located in West Greenwich,,
673,673,Exeter / West Greenwich Jr-Sr High,School,Nooseneck Hill,West Greenwich,School,,,School,0,2,2,1,3,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,N,-71.637134,41.605827,Exeter / West Greenwich Jr-Sr High is a School located in West Greenwich,,
675,675,Broad Rock Middle School,School,Broad Rock,South Kingstown,School,,,School,0,0,2,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,N,N,-71.484544,41.455342,Broad Rock Middle School is a School located in South Kingstown,,
679,679,Burrillville Middle School,School,Broncos,Burrillville,School,,,School,1,2,1,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,N,-71.623386,41.980544,Burrillville Middle School is a School located in Burrillville,,
688,688,Mt. Hope Farm,Local Park,Metacom,Bristol,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,N,N,-71.254936,41.667625,Mt. Hope Farm is a Local Park located in Bristol,,
689,689,Waypoyset Preserve / Bristol Narrows,Conservation Area,Narrows,Bristol,Non-Governmental Org,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,N,N,-71.246395,41.697129,Waypoyset Preserve / Bristol Narrows is a Conservation Area located in Bristol,,
691,691,Blue Beach,Local Park,Quonset,North Kingstown,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,N,N,-71.415686,41.586811,Blue Beach is a Local Park located in North Kingstown,,
692,692,Killingly Pond,Management Area,Cook Estate,Glocester,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,N,N,-71.780548,41.86516,Killingly Pond is a Management Area located in Glocester,,
701,701,Mccoy Stadium Annex,Athletic Facility,Division,Pawtucket,Municipal,,,Municipal,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Y,Y,-71.368438,41.87415,Mccoy Stadium Annex is a Athletic Facility located in Pawtucket,,
702,702,Town Landing,Local Park,Taft,Pawtucket,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Y,N,-71.384035,41.871768,Town Landing is a Local Park located in Pawtucket,,
705,705,Thunder Mist Overlook,Local Park,River,Woonsocket,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,N,N,-71.517583,42.000012,Thunder Mist Overlook is a Local Park located in Woonsocket,,
706,706,Blackstone River Park,Local Park,High,Central Falls,Municipal,,,Municipal,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Y,N,-71.386793,41.898635,Blackstone River Park is a Local Park located in Central Falls,,
709,709,Curtis Corner Playfields,Athletic Facility,Curtis Corner,South Kingstown,Municipal,,,Municipal,1,2,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Y,N,-71.521948,41.463874,Curtis Corner Playfields is a Athletic Facility located in South Kingstown,,
716,716,Union Pond Fishing Access,Fishing / Boating,Reservoir,Burrillville,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,N,N,-71.703954,41.951807,Union Pond Fishing Access is a Fishing / Boating located in Burrillville,,
717,717,Spring Lake Beach,Local Park,Hillside,Burrillville,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Y,N,-71.657436,41.986826,Spring Lake Beach is a Local Park located in Burrillville,,
718,718,Slatersville Pond Fishing Access,Fishing / Boating,Victory Highway,North Smithfield,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,N,N,-71.600883,41.987087,Slatersville Pond Fishing Access is a Fishing / Boating located in North Smithfield,,
720,720,Manville Memorial Park,Local Park,High,Lincoln,Municipal,,,Municipal,1,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,N,N,-71.47804,41.965877,Manville Memorial Park is a Local Park located in Lincoln,,
721,721,Great Road Gateway,Local Park,Front,Lincoln,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,N,-71.419502,41.903537,Great Road Gateway is a Local Park located in Lincoln,,
722,722,Tasca Field,Athletic Facility,Washington Highway,Scituate,Municipal,,,Municipal,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Y,N,-71.571273,41.836305,Tasca Field is a Athletic Facility located in Scituate,,
729,729,Jamestown Town Pier,Local Park,Conanicus,Jamestown,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,N,Y,-71.366792,41.496434,Jamestown Town Pier is a Local Park located in Jamestown,,
731,731,Potter Cove Access,Fishing / Boating,Bayview,Jamestown,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,N,N,-71.359749,41.510201,Potter Cove Access is a Fishing / Boating located in Jamestown,,
735,735,Rocky Point Park,Local Park,Rocky Point,Warwick,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,N,N,-71.366789,41.688344,Rocky Point Park is a Local Park located in Warwick,,
748,748,Rose Larisa Memorial Park,Local Park,Bullocks Point,East Providence,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,N,Y,-71.360932,41.756741,Rose Larisa Memorial Park is a Local Park located in East Providence,,
750,750,Riverside Square Park,Local Park,Bullocks Point,East Providence,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,N,N,-71.362021,41.771786,Riverside Square Park is a Local Park located in East Providence,,
752,752,Rovensky Park,Local Park,Bellevue,Newport,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,N,-71.30728,41.460061,Rovensky Park is a Local Park located in Newport,,
754,754,South County Bike Path,Local Park,Ministerial,South Kingstown,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,N,N,-71.554322,41.474304,South County Bike Path is a Local Park located in South Kingstown,,
756,756,Allen Harbor,Local Park,Alllen,North Kingstown,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,N,N,-71.411861,41.620384,Allen Harbor is a Local Park located in North Kingstown,,
758,758,Town Dock Park,Local Park,Brown,North Kingstown,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,N,N,-71.451216,41.570169,Town Dock Park is a Local Park located in North Kingstown,,
761,761,Mystic Woods,Conservation Area,South,East Greenwich,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.528934,41.607042,Mystic Woods is a Conservation Area located in East Greenwich,,
764,764,Weetamo Woods,Local Park,Lake,Tiverton,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,N,N,-71.163022,41.587203,Weetamo Woods is a Local Park located in Tiverton,,
765,765,Grinnells Beach,Local Park,Main,Tiverton,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Y,N,-71.213713,41.62505,Grinnells Beach is a Local Park located in Tiverton,,
770,770,Blue Shutters Beach,Local Park,Beach,Charlestown,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,N,N,-71.694925,41.341662,Blue Shutters Beach is a Local Park located in Charlestown,,
771,771,Fish Hill Ball Fields,Athletic Facility,Fish Hill,Coventry,State,,,RI DEM,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,N,N,-71.625332,41.665882,Fish Hill Ball Fields is a Athletic Facility located in Coventry,,
773,773,North Glen Boat Launch,Local Park,North Glen,Coventry,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,N,N,-71.548344,41.670119,North Glen Boat Launch is a Local Park located in Coventry,,
774,774,Hope Pond Recreation Area & Beach,Local Park,Ryefield,Scituate,Municipal,,,Municipal,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,N,N,-71.565549,41.735306,Hope Pond Recreation Area & Beach is a Local Park located in Scituate,,
778,778,Chariho Athletic Association,Local Park,Nooseneck Hill,Hopkinton,State,,,RI DEM,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,N,N,-71.70586,41.513082,Chariho Athletic Association is a Local Park located in Hopkinton,,
779,779,Big River / Nooseneck Hill Road Fishing Access,Fishing / Boating,Nooseneck Hill,West Greenwich,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,N,N,-71.613731,41.644436,Big River / Nooseneck Hill Road Fishing Access is a Fishing / Boating located in West Greenwich,,
780,780,Nannaquaket Bridge,Fishing / Boating,Main,Tiverton,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,N,N,-71.207597,41.617481,Nannaquaket Bridge is a Fishing / Boating located in Tiverton,,
783,783,Round Top,Management Area,Round Top,Burrillville,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,N,N,-71.699347,42.00394,Round Top is a Management Area located in Burrillville,,
785,785,Blue Pond,Fishing / Boating,Canonchet,Hopkinton,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,N,N,-71.752874,41.50234,Blue Pond is a Fishing / Boating located in Hopkinton,,
786,786,Long Pond,Fishing / Boating,North,Hopkinton,Non-Governmental Org,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,N,N,-71.779158,41.508668,Long Pond is a Fishing / Boating located in Hopkinton,,
788,788,Carr Pond,Fishing / Boating,Hopkins Hill,West Greenwich,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,N,N,-71.571107,41.631134,Carr Pond is a Fishing / Boating located in West Greenwich,,
791,791,State Pier # 4,Fishing / Boating,Succotash,Narragansett,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,N,N,-71.514997,41.378828,State Pier # 4 is a Fishing / Boating located in Narragansett,,
794,794,Peck Pond / Pulaski Park,State Park,Unnamed,Burrillville,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,N,Y,-71.796807,41.932786,Peck Pond / Pulaski Park is a State Park located in Burrillville,,
797,797,Olney Pond Fishing Access,Fishing / Boating,Stump Hill,Lincoln,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,N,N,-71.426597,41.894694,Olney Pond Fishing Access is a Fishing / Boating located in Lincoln,,
798,798,Bucks Horn Brook,Fishing / Boating,Lewis Farm,Coventry,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,N,N,-71.75683,41.695362,Bucks Horn Brook is a Fishing / Boating located in Coventry,,
800,800,Deep Pond,Fishing / Boating,Deep Pond,Exeter,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,N,N,-71.717771,41.561757,Deep Pond is a Fishing / Boating located in Exeter,,
801,801,Falls River - Austin Farm,Fishing / Boating,Plain,Exeter,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,N,N,-71.745796,41.598336,Falls River - Austin Farm is a Fishing / Boating located in Exeter,,
802,802,Lower Fall River,Fishing / Boating,Midway Rail,Exeter,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,N,N,-71.720783,41.580259,Lower Fall River is a Fishing / Boating located in Exeter,,
803,803,Simon Jordan Fishing Access,Fishing / Boating,Brookie,Exeter,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,N,N,-71.731013,41.587382,Simon Jordan Fishing Access is a Fishing / Boating located in Exeter,,
804,804,Upper Flat River,Fishing / Boating,Plain,Exeter,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,N,N,-71.720311,41.595625,Upper Flat River is a Fishing / Boating located in Exeter,,
805,805,Lower Flat River,Fishing / Boating,Arcadia Man Area,Exeter,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,N,N,-71.718994,41.579508,Lower Flat River is a Fishing / Boating located in Exeter,,
806,806,Frosty Hollow Pond,Fishing / Boating,Camp E-hun-tee,Exeter,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,N,N,-71.709033,41.587687,Frosty Hollow Pond is a Fishing / Boating located in Exeter,,
807,807,Paris Brook,Fishing / Boating,Mount Tom,Exeter,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,N,N,-71.72914,41.564669,Paris Brook is a Fishing / Boating located in Exeter,,
808,808,Step Stone Falls,Fishing / Boating,Falls River,West Greenwich,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,N,N,-71.76063,41.61255,Step Stone Falls is a Fishing / Boating located in West Greenwich,,
809,809,Ponagansett,Fishing / Boating,Pine Tree,Foster,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,N,N,-71.743199,41.845366,Ponagansett is a Fishing / Boating located in Foster,,
810,810,Mechanic St,Fishing / Boating,Mechanic,Hopkinton,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,N,N,-71.716734,41.503187,Mechanic St is a Fishing / Boating located in Hopkinton,,
811,811,Simmons Mill Pond,Management Area,Colebrook,Little Compton,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,N,N,-71.154378,41.539705,Simmons Mill Pond is a Management Area located in Little Compton,,
812,812,Carolina Trout Pond,Fishing / Boating,Coondog,Richmond,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,N,N,-71.701844,41.485767,Carolina Trout Pond is a Fishing / Boating located in Richmond,,
813,813,Meadow Brook At Carolina,Fishing / Boating,Pine Hill,Richmond,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,N,N,-71.6902,41.466357,Meadow Brook At Carolina is a Fishing / Boating located in Richmond,,
814,814,Deep Hole,Fishing / Boating,Matunuck Beach,South Kingstown,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,N,N,-71.538333,41.373502,Deep Hole is a Fishing / Boating located in South Kingstown,,
816,816,Weekapaug Breachway,Fishing / Boating,Wawaloam,Westerly,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,N,N,-71.763492,41.330429,Weekapaug Breachway is a Fishing / Boating located in Westerly,,
817,817,East Beach,Fishing / Boating,Beach,Charlestown,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,N,Y,-71.690076,41.344485,East Beach is a Fishing / Boating located in Charlestown,,
818,818,Black Point,Fishing / Boating,Ocean,Narragansett,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,N,N,-71.464501,41.400036,Black Point is a Fishing / Boating located in Narragansett,,
819,819,Adamsville Brook,Conservation Area,Crandall,Tiverton,Utility,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,N,N,-71.13353,41.562312,Adamsville Brook is a Conservation Area located in Tiverton,,
826,826,Old Harbor Breakwater,Fishing / Boating,Water,New Shoreham,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,N,N,-71.554625,41.174157,Old Harbor Breakwater is a Fishing / Boating located in New Shoreham,,
827,827,East Beach,Local Park,Beach,New Shoreham,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,N,N,-71.566676,41.182544,East Beach is a Local Park located in New Shoreham,,
828,828,Mohegan Bluffs / South East Light Stairway,State Park,Spring,New Shoreham,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,N,Y,-71.555077,41.152419,Mohegan Bluffs / South East Light Stairway is a State Park located in New Shoreham,,
829,829,Burlingame Reservoir,Fishing / Boating,Elbow Rock,Glocester,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,N,Y,-71.742533,41.914481,Burlingame Reservoir is a Fishing / Boating located in Glocester,,
830,830,Eight Rod Farm,Management Area,Eight Rod,Tiverton,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,N,N,-71.171292,41.558958,Eight Rod Farm is a Management Area located in Tiverton,,
832,832,Annawanscutt Fishing & Boating Access,Fishing / Boating,Viking,Bristol,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,N,N,-71.242412,41.687582,Annawanscutt Fishing & Boating Access is a Fishing / Boating located in Bristol,,
833,833,Barberville Fishing And Boating Access,Fishing / Boating,Arcadia,Hopkinton,Non-Governmental Org,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,N,N,-71.696316,41.540901,Barberville Fishing And Boating Access is a Fishing / Boating located in Hopkinton,,
834,834,Gaspee Point,Fishing / Boating,Bay Shore,Warwick,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,N,N,-71.383061,41.748606,Gaspee Point is a Fishing / Boating located in Warwick,,
835,835,Locustville Pond,Fishing / Boating,Unnamed,Hopkinton,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,N,N,-71.717153,41.515677,Locustville Pond is a Fishing / Boating located in Hopkinton,,
836,836,Longmeadow Fishing And Boating Access,Fishing / Boating,Dorr,Warwick,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,N,N,-71.364691,41.704419,Longmeadow Fishing And Boating Access is a Fishing / Boating located in Warwick,,
837,837,Stump Pond,Fishing / Boating,Log,Smithfield,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,N,N,-71.546361,41.900902,Stump Pond is a Fishing / Boating located in Smithfield,,
838,838,Gull Cove Fishing & Boating Access,Fishing / Boating,State 138,Portsmouth,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,N,N,-71.230813,41.63385,Gull Cove Fishing & Boating Access is a Fishing / Boating located in Portsmouth,,
839,839,Festival Pier,Fishing / Boating,Tim Healey,Pawtucket,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Y,N,-71.379854,41.868938,Festival Pier is a Fishing / Boating located in Pawtucket,,
840,840,Zeke's Bridge,Fishing / Boating,Harkney Hill,Coventry,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,N,N,-71.618878,41.665228,Zeke's Bridge is a Fishing / Boating located in Coventry,,
842,842,Clarkville Pond,Fishing / Boating,Shepard,Glocester,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,N,Y,-71.7878,41.924522,Clarkville Pond is a Fishing / Boating located in Glocester,,
843,843,Pascoag Reservoir Fishing Access,Fishing / Boating,Brandy Brook,Glocester,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,N,N,-71.71816,41.927233,Pascoag Reservoir Fishing Access is a Fishing / Boating located in Glocester,,
844,844,Lake Washington,Fishing / Boating,Lake Washington,Glocester,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,N,N,-71.758357,41.917302,Lake Washington is a Fishing / Boating located in Glocester,,
845,845,Moscow Pond,Fishing / Boating,Woody Hill,Hopkinton,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,N,N,-71.741826,41.523295,Moscow Pond is a Fishing / Boating located in Hopkinton,,
846,846,Olney Pond,Fishing / Boating,Les Pawson Loop,Lincoln,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,N,Y,-71.427737,41.88948,Olney Pond is a Fishing / Boating located in Lincoln,,
847,847,Carbuncle Pond,Fishing / Boating,Plainfield Pike,Coventry,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,N,N,-71.770045,41.697442,Carbuncle Pond is a Fishing / Boating located in Coventry,,
848,848,JL Curran,State Park,Seven Mile,Cranston,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,N,N,-71.551199,41.750729,JL Curran is a State Park located in Cranston,,
849,849,Alton Pond Landing,Fishing / Boating,Alton Bradford,Hopkinton,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,N,N,-71.722437,41.438109,Alton Pond Landing is a Fishing / Boating located in Hopkinton,,
850,850,Ashville Pond,Fishing / Boating,Canonchet,Hopkinton,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,N,N,-71.751404,41.499298,Ashville Pond is a Fishing / Boating located in Hopkinton,,
851,851,Tefft River Access,Fishing / Boating,Mechanic,Hopkinton,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,N,N,-71.71664,41.498423,Tefft River Access is a Fishing / Boating located in Hopkinton,,
852,852,Beaver River Fishing Access,Fishing / Boating,Kingstown,Richmond,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,N,N,-71.628268,41.49234,Beaver River Fishing Access is a Fishing / Boating located in Richmond,,
853,853,Richmond Landing,Fishing / Boating,Church,Richmond,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,N,N,-71.681354,41.445251,Richmond Landing is a Fishing / Boating located in Richmond,,
854,854,Asa Pond,Local Park,Galway,South Kingstown,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,N,Y,-71.515232,41.457903,Asa Pond is a Local Park located in South Kingstown,,
855,855,Barber Pond,Fishing / Boating,Barber's Pond,South Kingstown,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,N,N,-71.564402,41.499138,Barber Pond is a Fishing / Boating located in South Kingstown,,
856,856,Narrow River,Fishing / Boating,Pollock,South Kingstown,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,N,N,-71.450199,41.466995,Narrow River is a Fishing / Boating located in South Kingstown,,
857,857,Potowomut Pond,Fishing / Boating,Potowomut,Warwick,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,N,N,-71.453793,41.630947,Potowomut Pond is a Fishing / Boating located in Warwick,,
858,858,Chapman Pond,Fishing / Boating,Town Landfill,Westerly,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,N,N,-71.800366,41.381821,Chapman Pond is a Fishing / Boating located in Westerly,,
859,859,White Rock,Fishing / Boating,State 78,Westerly,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,N,N,-71.841044,41.394513,White Rock is a Fishing / Boating located in Westerly,,
860,860,Breakhart Pond,Fishing / Boating,Austin Farm,Exeter,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,N,N,-71.703776,41.595722,Breakhart Pond is a Fishing / Boating located in Exeter,,
861,861,Bradford Landing,Fishing / Boating,Main,Westerly,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,N,N,-71.748283,41.406297,Bradford Landing is a Fishing / Boating located in Westerly,,
862,862,Pleasant St Boat Launch,Fishing / Boating,Pleasant,North Kingstown,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,N,N,-71.447792,41.576842,Pleasant St Boat Launch is a Fishing / Boating located in North Kingstown,,
