ADA,About_Links,Acres_Miles,Active Rec,Additional_Names,Ball Field,Basketball Court,Beach,Bike Path,Boating,ConsJuri,ConsType,Contact_Info,Contact_Info_Seasonal,Description,Dogs_Allowed,Fishing,Football Field,GoRI_Incude_Suggestion,GoRI_TestFlag,GoRI_subset,Golf,Hunting,Ice Hockey Rink,LWCFGrant,Lat,Lon,Map_Links,Multi-use Field,Name,NoGoRI_Incude_Why,OBJECTID,OwnerTyp,Picnic_Area,Playground,Pool,RestRoom,Short_Description,Skate Park,Soccer Field,StateGrant,Steward,Street,Street_Type,Street Hockey Rink,Stroller_Friendly,Tennis,Town,Track,Trails,Type,Volleyball Court,Walking Path,KeyID
,,,1,,1,0,0,0,0,,,,,,,0,1,,,Y,0,0,0,N,41.37632833,-71.82043132,,1,Babcock Hall,,595,SCH,,0,0,0,Babcock Hall is a School located in Westerly,0,0,N,,Ward,Avenue,0,,0,Westerly,1,0,School,0,0,595
Yes,http://www.riparks.com/Locations/LocationEastMatunuck.html,144 acres,0,,0,0,1,0,0,,,(401) 789-8374,(401) 789-8585,"Located on the east side of ""the Breachway"" is a camping area for self contained RV's, a state beach, some of the best salt water fishing in South County and a panoramic view of Block Island Sound. The Charlestown Breachway does not have accomodations for canvas camping.芲 All units must be self contained: Unit must have permanent holding tanks for potable water, grey water and black water. Bathroom equipment must be permanently fixed to the unit. This location also has boat launch with limited parking.",No,0,0,,,Y,0,0,0,Y,41.37781081,-71.5259904,,0,East Matunuck State Beach,,596,STA,Yes,0,0,1,East Matunuck State Beach is a State Park located in South Kingstown,0,0,N,,Succotash,Road,0,Yes,0,South Kingstown,0,0,State Park,0,0,596
Yes,,,0,,0,0,1,0,0,,,,,The beach here is protected by the outer breakwater of the Point Judith Habor of Refuge.  The limited wave action makes this a popular beach for families with small children.,No,0,0,,,Y,0,0,0,Y,41.37331525,-71.49946588,,0,Roger Wheeler State Beach,,597,STA,Yes,1,0,1,Roger Wheeler State Beach is a State Park located in Narragansett,0,0,N,,Sand Hill Cove,Road,0,No,0,Narragansett,0,0,State Park,0,0,597
,,,0,,0,0,0,0,0,,,,,,,1,0,,,Y,0,0,0,Y,41.36221751,-71.48584687,,0,Camp Cronin,,600,STA,,0,0,0,Camp Cronin is a Fishing & Boating Area located in Narragansett,0,0,N,,Ocean,Road,0,,0,Narragansett,0,0,Fishing & Boating Area,0,0,600
,,,0,,0,0,1,0,0,,,,,,,0,0,,,Y,0,0,0,N,41.36121066,-71.6256669,,0,Charlestown Town Beach,,601,MUN,,0,0,1,Charlestown Town Beach is a Local Park located in Charlestown,0,0,N,,Brown Hill,Road,0,,0,Charlestown,0,0,Local Park,0,0,601
Yes,http://www.riparks.com/Locations/LocationCharlestownBreachway.html,14 acres,1,Charlestown Breachway State Beach,0,0,0,0,1,,,[401] 322-8910,[401] 364-7000,"In 1904, the townsfolk asked the General Assembly to appropriate monies for a permanent breachway using the arguments that the natural breach was filled in by the tides depositing sand thereby creating a barrier that separated the pond from the ocean. Also, a permanent breach would prevent the water in Ninigret/Pawaget/ Charlestown pond from becoming brackish and unfit for the cultivation and harvesting of oysters, an industry important to this area.芲",No,1,0,,,Y,0,0,0,Y,41.35821598,-71.63808469,,0,Charlestown Breachway Campground,,602,STA,,0,0,1,Charlestown Breachway Campground is a State Park located in Charlestown,0,0,N,,Charlestown Beach,Road,0,No,0,Charlestown,0,0,State Park,0,0,602
,,,0,,0,0,1,0,0,,,,,,,1,0,,,Y,0,1,0,Y,41.34807129,-71.67544304,,0,Ninigret Conservation Area,,604,STA,,0,0,0,Ninigret Conservation Area is a Conservation Area located in Charlestown,0,0,N,,Beach,Road,0,,0,Charlestown,0,0,Conservation Area,0,0,604
,,,1,,0,0,0,0,1,,,,,,,1,0,,,Y,0,0,0,N,41.33657338,-71.72224585,,0,Quonochontaug Fishing Area,,605,STA,,0,0,0,Quonochontaug Fishing Area is a Fishing & Boating Area located in Charlestown,0,0,N,,Beach,Road,0,,0,Charlestown,0,0,Fishing & Boating Area,0,0,605
Yes,http://www.riparks.com/Locations/LocationMisquamicut.html,51 acres,0,,0,0,1,0,0,,,(401) 322-8910,(401) 596-9097,"One of the state's most popular beaches with over a half mile of beach front, there are also many local attractions for children. This modern pavilion includes many new features including rails, outside showers, and composting toilets. This beach does fill to capacity during sunny summer weekends.",No,0,0,,,Y,0,0,0,N,41.32316413,-71.80357795,,0,Misquamicut State Beach,,606,STA,Yes,1,0,1,Misquamicut State Beach is a State Park located in Westerly,0,0,N,,Atlantic,Avenue,0,Yes,0,Westerly,0,0,State Park,0,0,606
,,,0,,0,0,1,0,0,,,,,,,0,0,,,Y,0,0,0,N,41.32500682,-71.79054511,,0,Westerly Town Beach,,607,MUN,,0,0,1,Westerly Town Beach is a Local Park located in Westerly,0,0,Y,,Atlantic,Avenue,0,,0,Westerly,0,0,Local Park,0,0,607
,,,0,,0,0,0,0,0,,,,,,,1,0,,,Y,0,0,0,N,41.22459995,-71.5674552,,0,Settler's Rock,,609,MUN,,0,0,0,Settler's Rock is a Local Park located in New Shoreham,0,0,N,,Corn Neck,Road,0,,0,New Shoreham,0,0,Local Park,0,0,609
,,,0,,0,0,0,0,0,,,,,,,0,0,,,Y,0,0,0,Y,41.20854164,-71.5620784,,0,Clay Head,,611,NGO,,0,0,0,Clay Head is a Conservation Area located in New Shoreham,0,0,N,,Clayhead,Trail,0,,0,New Shoreham,0,1,Conservation Area,0,0,611
,,,0,,0,0,0,0,0,,,,,,,0,0,,,Y,0,0,0,Y,41.15257053,-71.59078978,,0,Rodman's Hollow,,614,STA,,0,0,0,Rodman's Hollow is a Conservation Area located in New Shoreham,0,0,N,,Black Rock,Road,0,,0,New Shoreham,0,1,Conservation Area,0,0,614
,,,0,,0,0,0,0,0,,,,,,,1,0,,,Y,0,0,0,N,41.67358217,-71.4421003,,0,Chepiwanoxet,,616,MUN,,0,0,0,Chepiwanoxet is a Local Park located in Warwick,0,0,N,,John Wickes,Avenue,0,,0,Warwick,0,1,Local Park,0,0,616
,,,0,,0,0,0,0,0,,,,,,,0,0,,,Y,0,0,0,N,41.73703027,-71.43691366,,0,Lincoln Park,,617,MUN,,1,0,0,Lincoln Park is a Local Park located in Warwick,0,0,N,,Kentucky,Avenue,0,,0,Warwick,0,0,Local Park,0,1,617
,,,0,,0,0,0,0,0,,,,,,,1,0,,,Y,0,1,0,N,41.68816757,-71.55630418,,0,Merrill S. Whipple Conservation,,621,STA,,0,0,0,Merrill S. Whipple Conservation is a Management Area located in Coventry,0,0,N,,Sandy Bottom,Road,0,,0,Coventry,0,1,Management Area,0,0,621
,,,1,,0,0,0,1,0,,,,,,,0,0,,,Y,0,0,0,N,41.72581274,-71.28067042,,0,East Bay Bike Path,,624,STA,,0,0,0,East Bay Bike Path is a State Park located in Warren,0,0,N,,Franklin,,0,,0,Warren,0,0,State Park,0,1,624
,,,1,,0,0,0,0,0,,,,,,,0,0,,,Y,1,0,0,Y,41.82532304,-71.46350954,,0,Buttonhole Golf Course,,627,STA,,0,0,1,Buttonhole Golf Course is a Local Park located in Johnston,0,0,N,,King Philip,Street,0,,0,Johnston,0,0,Local Park,0,0,627
,,,0,,0,0,0,0,0,,,,,,,0,0,,,Y,0,0,0,N,41.82719903,-71.41397029,,0,Waterplace Park,,628,MUN,,0,0,0,Waterplace Park is a Local Park located in Providence,0,0,N,,Finance,Way,0,,0,Providence,0,0,Local Park,0,1,628
,,,1,,0,0,0,0,0,,,,,,,0,0,,,Y,0,0,0,N,41.74869683,-71.33137675,,1,St. Andrew's Farm,,635,MUN,,0,0,0,St. Andrew's Farm is a Athletic Field located in Barrington,0,1,Y,,Middle,Highway,0,,0,Barrington,0,0,Athletic Field,0,1,635
Yes,http://www.riparks.com/Locations/LocationSaltyBrine.html,1.3 acres,0,,0,0,1,0,0,,,(401) 789-8374,(401) 789-3563,"Named for local radio legend, Walter ""Salty Brine"" Brian, this beach abuts the entrance channel to Point Judith Pond.  Boat watching and fishing along the breakwater are popular attractions in addition to the beach.",No,0,0,,,Y,0,0,0,Y,41.37543555,-71.51280235,,0,Salty Brine State Beach,,636,STA,Yes,0,0,1,Salty Brine State Beach is a State Park located in Narragansett,0,0,N,,Sand Hill Cove,Road,0,Yes,0,Narragansett,0,0,State Park,0,0,636
,,,1,,3,0,0,0,0,,,,,,,0,1,,,Y,0,0,0,N,41.74769443,-71.32001409,,4,Barrington High School,,640,SCH,,0,0,0,Barrington High School is a School located in Barrington,0,3,N,,Lincoln,Avenue,0,,0,Barrington,1,0,School,0,0,640
,,,1,,1,0,0,0,0,,,,,,,0,1,,,Y,0,0,0,N,41.68457091,-71.59456721,,2,Coventry High School,,641,SCH,,0,0,0,Coventry High School is a School located in Coventry,0,1,N,,Club House,Road,0,,6,Coventry,1,0,School,0,0,641
,,,1,,1,0,0,0,0,,,,,,,0,1,,,Y,0,0,0,N,41.7733679,-71.4789983,,1,Cranston High School West,,642,SCH,,0,0,0,Cranston High School West is a School located in Cranston,0,1,Y,,Metropolitan,Avenue,0,,6,Cranston,1,0,School,0,0,642
,,,1,,2,0,0,0,0,,,,,,,0,1,,,Y,0,0,0,N,41.96369436,-71.44360105,,2,Tucker Field,,644,MUN,,0,0,0,Tucker Field is a Athletic Field located in Cumberland,0,1,Y,,Mendon,Road,0,,4,Cumberland,1,0,Athletic Field,0,0,644
,,,1,,3,0,0,0,0,,,,,,,0,1,,,Y,0,0,0,N,41.81922773,-71.35266303,,6,East Providence High School,,646,SCH,,0,0,0,East Providence High School is a School located in East Providence,0,6,N,,Pawtucket,Avenue,0,,4,East Providence,1,0,School,0,0,646
,,,1,,2,0,0,0,0,,,,,,,0,1,,,Y,0,0,0,Y,41.86730856,-71.71449857,,2,Ponagansett School,,648,SCH,,0,0,0,Ponagansett School is a School located in Glocester,0,2,Y,,Anan Wade,Road,0,,4,Glocester,1,0,School,0,0,648
,,,1,,2,0,0,0,0,,,,,,,0,1,,,Y,0,0,0,N,41.93773507,-71.45139089,,2,Lincoln Junior / Senior High,,650,SCH,,0,0,0,Lincoln Junior / Senior High is a School located in Lincoln,0,2,N,,Old River,Road,0,,8,Lincoln,1,0,School,0,0,650
,,,1,,1,0,0,0,0,,,,,,,1,0,,,Y,0,0,0,Y,41.8715035,-71.46275956,,0,Notte Memorial Park,,655,MUN,,0,0,0,Notte Memorial Park is a Local Park located in North Providence,0,0,Y,,Douglas,Avenue,0,,2,North Providence,0,0,Local Park,0,0,655
,,,1,,2,2,0,0,0,,,,,,,0,1,,,Y,0,0,0,Y,41.95165709,-71.54447129,,1,North Smithfield High School,,657,SCH,,0,0,0,North Smithfield High School is a School located in North Smithfield,0,1,N,,Greenville,Road,0,,4,North Smithfield,1,0,School,0,0,657
,,,1,,2,1,0,0,0,,,,,,,0,1,,,Y,0,0,0,N,41.83429541,-71.40379536,,2,Hope High School,,658,SCH,,1,0,0,Hope High School is a School located in Providence,0,1,Y,,Olney,Street,0,,8,Providence,1,0,School,0,0,658
,,,1,,2,0,0,0,0,,,,,,,0,1,,,Y,0,0,0,N,41.87980813,-71.54400591,,1,Smithfield High School,,660,SCH,,0,0,0,Smithfield High School is a School located in Smithfield,0,1,N,,Rosewood,Drive,0,,4,Smithfield,1,0,School,0,0,660
,,,1,,0,0,0,0,0,,,,,,,0,0,,,Y,0,0,0,N,41.70618989,-71.37778216,,2,Gorton School,,664,SCH,,0,0,0,Gorton School is a School located in Warwick,0,2,N,,Draper,Avenue,0,,2,Warwick,0,0,School,0,1,664
,,,1,,1,2,0,1,0,,,,,,,0,0,,,Y,0,0,0,Y,41.72366878,-71.4852603,,0,Father Tirocchi Playground,,666,MUN,,1,0,0,Father Tirocchi Playground is a Local Park located in Warwick,0,0,N,,Pontiac,Street,0,,0,Warwick,0,0,Local Park,0,1,666
,,,1,,1,0,0,0,0,,,,,,,0,1,,,Y,0,0,0,N,41.74608269,-71.40910366,,2,Pilgrim High School,,667,SCH,,0,0,0,Pilgrim High School is a School located in Warwick,0,2,N,,Pilgrim,Parkway,0,,0,Warwick,1,0,School,0,0,667
,,,1,,1,0,0,0,0,,,,,,,0,1,,,Y,0,0,0,N,41.70881945,-71.51573101,,3,West Warwick School Complex,,669,SCH,,0,0,0,West Warwick School Complex is a School located in West Warwick,0,3,N,,Webster Knight,Drive,0,,3,West Warwick,1,0,School,0,0,669
,,,1,,2,1,0,0,1,,,,,,,1,0,,,Y,0,0,0,Y,42.00914135,-71.52519899,,0,Cold Spring Park,,670,MUN,,1,0,0,Cold Spring Park is a Local Park located in Woonsocket,0,0,Y,,Katherine,Road,0,,2,Woonsocket,0,0,Local Park,0,0,670
,,,1,,0,0,0,0,0,,,,,,,0,0,,,Y,0,0,0,N,41.63929988,-71.68619008,,1,Exeter / West Greenwich Soccer,,672,MUN,,0,0,0,Exeter / West Greenwich Soccer is a Athletic Field located in West Greenwich,0,7,N,,Victory,Highway,0,,0,West Greenwich,0,1,Athletic Field,0,0,672
,,,1,,2,0,0,0,0,,,,,,,0,1,,,Y,0,0,0,N,41.60582734,-71.63713366,,3,Exeter / West Greenwich Jr-Sr High,,673,SCH,,0,0,0,Exeter / West Greenwich Jr-Sr High is a School located in West Greenwich,0,2,Y,,Nooseneck Hill,Road,0,,4,West Greenwich,1,0,School,0,0,673
,,,1,,0,0,0,0,0,,,,,,,0,0,,,Y,0,0,0,N,41.45534247,-71.48454369,,2,Broad Rock Middle School,,675,SCH,,0,0,0,Broad Rock Middle School is a School located in South Kingstown,0,2,N,,Broad Rock,Road,0,,6,South Kingstown,0,0,School,0,1,675
,,,1,,2,2,0,0,0,,,,,,,0,0,,,Y,0,0,0,N,41.98054383,-71.62338553,,1,Burrillville Middle School,,679,SCH,,1,0,0,Burrillville Middle School is a School located in Burrillville,0,1,Y,,Broncos,Highway,0,,2,Burrillville,1,0,School,0,0,679
,,,0,,0,0,0,0,0,,,,,,,0,0,,,Y,0,0,0,N,41.66762549,-71.2549365,,0,Mt. Hope Farm,,688,MUN,,0,0,0,Mt. Hope Farm is a Local Park located in Bristol,0,0,N,,Metacom,Avenue,0,,0,Bristol,0,1,Local Park,0,0,688
,,,1,,0,0,0,0,1,,,,,,,1,0,,,Y,0,0,0,N,41.69712892,-71.24639464,,0,Waypoyset Preserve / Bristol Narrows,,689,NGO,,0,0,0,Waypoyset Preserve / Bristol Narrows is a Conservation Area located in Bristol,0,0,N,,Narrows,Road,0,,0,Bristol,0,1,Conservation Area,0,0,689
,,,0,Compass Rose Beach,0,0,1,0,0,,,,,,,1,0,,,Y,0,0,0,N,41.58681103,-71.41568632,,0,Blue Beach,,691,MUN,,0,0,0,Blue Beach is a Local Park located in North Kingstown,0,0,N,,Roger Williams,Way,0,,0,North Kingstown,0,0,Local Park,0,0,691
,,,0,,0,0,0,0,0,,,,,,,0,0,,,Y,0,1,0,N,41.86515979,-71.7805479,,0,Killingly Pond,,692,STA,,0,0,0,Killingly Pond is a Management Area located in Glocester,0,0,N,,Cook Estate,Road,0,,0,Glocester,0,1,Management Area,0,0,692
,,,1,,0,0,0,0,0,,,,,,,0,1,,,Y,0,0,0,Y,41.87414987,-71.36843788,,1,Mccoy Stadium Annex,,701,MUN,,0,0,1,Mccoy Stadium Annex is a Athletic Field located in Pawtucket,0,1,Y,,Ben Mondor,Way,0,,0,Pawtucket,1,0,Athletic Field,0,0,701
,,,1,,0,0,0,0,1,,,,,,,1,0,,,Y,0,0,0,N,41.87176792,-71.38403546,,0,Town Landing,,702,MUN,,0,0,0,Town Landing is a Local Park located in Pawtucket,0,0,Y,,Taft,Street,0,,0,Pawtucket,0,0,Local Park,0,0,702
,,,0,,0,0,0,0,0,,,,,,,1,0,,,Y,0,0,0,N,42.00001235,-71.51758254,,0,Thunder Mist Overlook,,705,MUN,,0,0,0,Thunder Mist Overlook is a Local Park located in Woonsocket,0,0,N,,River,Street,0,,0,Woonsocket,0,0,Local Park,0,0,705
,,,0,,0,0,0,0,0,,,,,,,0,0,,,Y,0,0,0,N,41.89863454,-71.38679313,,1,Blackstone River Park,,706,MUN,,0,0,1,Blackstone River Park is a Local Park located in Central Falls,0,1,Y,,High,Street,0,,1,Central Falls,0,0,Local Park,0,1,706
,,,1,,2,0,0,1,0,,,,,,,0,0,,,Y,0,0,0,N,41.46387404,-71.52194837,,2,Curtis Corner Playfields,,709,MUN,,1,0,0,Curtis Corner Playfields is a Athletic Field located in South Kingstown,0,1,Y,,Curtis Corner,Road,0,,0,South Kingstown,1,0,Athletic Field,0,1,709
,,,1,,0,0,0,0,1,,,,,,,1,0,,,Y,0,0,0,N,41.95180725,-71.70395425,,0,Union Pond Fishing Access,,716,STA,,0,0,1,Union Pond Fishing Access is a Fishing & Boating Area located in Burrillville,0,0,N,,Reservoir,Road,0,,0,Burrillville,0,0,Fishing & Boating Area,0,0,716
,,,0,,0,0,1,0,0,,,,,,,0,0,,,Y,0,0,0,N,41.9868258,-71.65743615,,0,Spring Lake Beach,,717,MUN,,0,0,1,Spring Lake Beach is a Local Park located in Burrillville,0,0,Y,,Old Hillside,Drive,0,,0,Burrillville,0,0,Local Park,0,0,717
,,,0,,0,0,0,0,1,,,,,,,0,0,,,Y,0,0,0,N,41.98708714,-71.60088324,,0,Slatersville Pond Fishing Access,,718,STA,,0,0,0,Slatersville Pond Fishing Access is a Fishing & Boating Area located in North Smithfield,0,0,N,,Victory Highway,Highway,0,,0,North Smithfield,0,0,Fishing & Boating Area,0,0,718
,,,1,,2,1,0,0,0,,,,,,,1,0,,,Y,0,0,0,N,41.96587709,-71.47804045,,1,Manville Memorial Park,,720,MUN,,1,0,0,Manville Memorial Park is a Local Park located in Lincoln,0,0,N,,High,Street,0,,0,Lincoln,0,0,Local Park,0,1,720
,,,0,Gateway to Great Rd; Eleazer Arnold House,0,0,0,0,0,,,,,,,0,0,,,Y,0,0,0,N,41.90353666,-71.41950228,,0,Great Road Gateway,,721,MUN,,0,0,0,Great Road Gateway is a Local Park located in Lincoln,0,0,N,,Great,Road,0,,0,Lincoln,0,0,Local Park,0,1,721
,,,1,,0,0,0,0,0,,,,,,,0,0,,,Y,0,0,0,N,41.83630533,-71.57127346,,1,Tasca Field,,722,MUN,,0,0,0,Tasca Field is a Athletic Field located in Scituate,0,4,Y,,Hartford ,Avenue,0,,0,Scituate,0,0,Athletic Field,0,1,722
,,,0,,0,0,0,0,0,,,,,,,1,0,,,Y,0,0,0,Y,41.49643398,-71.3667924,,0,Jamestown Town Pier,,729,MUN,,0,0,0,Jamestown Town Pier is a Local Park located in Jamestown,0,0,N,,Conanicus,Avenue,0,,0,Jamestown,0,0,Local Park,0,0,729
,,,0,,0,0,0,0,0,,,,,,,1,0,,,Y,0,0,0,N,41.51020062,-71.35974913,,0,Potter Cove Access,,731,MUN,,0,0,0,Potter Cove Access is a Fishing & Boating Area located in Jamestown,0,0,N,,Bayview,Drive,0,,0,Jamestown,0,0,Fishing & Boating Area,0,0,731
,,,0,,0,0,0,0,0,,,,,,,1,0,,,Y,0,0,0,N,41.68834371,-71.36678937,,0,Rocky Point Park,,735,STA,,0,0,1,Rocky Point Park is a Local Park located in Warwick,0,0,N,,Rocky Point,,0,,0,Warwick,0,1,Local Park,0,1,735
,,,0,,0,0,0,0,0,,,,,,,1,0,,,Y,0,0,0,Y,41.75674146,-71.3609321,,0,Rose Larisa Memorial Park,,748,MUN,,0,0,0,Rose Larisa Memorial Park is a Local Park located in East Providence,0,0,N,,Bullocks Point,Avenue,0,,0,East Providence,0,0,Local Park,0,1,748
,,,0,,0,0,0,1,0,,,,,,,0,0,,,Y,0,0,0,N,41.77178597,-71.36202108,,0,Riverside Square Park,,750,MUN,,0,0,0,Riverside Square Park is a Local Park located in East Providence,0,0,N,,Bullocks Point,,0,,0,East Providence,0,0,Local Park,0,1,750
,,,0,,0,0,0,0,0,,,,,,,0,0,,,Y,0,0,0,N,41.46006064,-71.30727955,,0,Rovensky Park,,752,MUN,,0,0,0,Rovensky Park is a Local Park located in Newport,0,0,N,,Rovensky,Avenue,0,,0,Newport,0,0,Local Park,0,1,752
,,,1,,0,0,0,1,0,,,,,,,0,0,,,Y,0,0,0,N,41.47430425,-71.55432167,,0,South County Bike Path,,754,MUN,,0,0,0,South County Bike Path is a Local Park located in South Kingstown,0,0,N,,Ministerial,Road,0,,0,South Kingstown,0,0,Local Park,0,1,754
,,,1,,0,0,0,0,1,,,,,,,1,0,,,Y,0,0,0,N,41.62038422,-71.41186131,,0,Allen Harbor,,756,MUN,,0,0,0,Allen Harbor is a Local Park located in North Kingstown,0,0,N,,Alllen Harbor,Road,0,,0,North Kingstown,0,0,Local Park,0,0,756
,,,0,,0,0,0,0,0,,,,,,,1,0,,,Y,0,0,0,N,41.57016898,-71.45121568,,0,Town Dock Park,,758,MUN,,0,0,1,Town Dock Park is a Local Park located in North Kingstown,0,0,N,,Brown,Street,0,,0,North Kingstown,0,0,Local Park,0,0,758
,,,0,,0,0,0,0,0,,,,,,,0,0,,,Y,0,0,0,N,41.60704214,-71.52893352,,0,Mystic Woods,,761,MUN,,0,0,0,Mystic Woods is a Conservation Area located in East Greenwich,0,0,N,,South,Road,0,,0,East Greenwich,0,0,Conservation Area,0,0,761
,,,0,,0,0,0,0,0,,,,,,,0,0,,,Y,0,0,0,N,41.58720251,-71.16302238,,0,Weetamo Woods,,764,MUN,,0,0,0,Weetamo Woods is a Local Park located in Tiverton,0,0,N,,Lake,Road,0,,0,Tiverton,0,1,Local Park,0,0,764
,,,0,,0,0,1,0,0,,,,,,,0,0,,,Y,0,0,0,N,41.62505021,-71.21371284,,0,Grinnells Beach,,765,MUN,,0,0,1,Grinnells Beach is a Local Park located in Tiverton,0,0,Y,,Main,Road,0,,0,Tiverton,0,0,Local Park,0,0,765
,,,0,,0,0,1,0,0,,,,,,,0,0,,,Y,0,0,0,N,41.34166151,-71.6949247,,0,Blue Shutters Beach,,770,MUN,,0,0,1,Blue Shutters Beach is a Local Park located in Charlestown,0,0,N,,Beach,Road,0,,0,Charlestown,0,0,Local Park,0,0,770
,,,1,,2,0,0,0,0,,,,,,,0,0,,,Y,0,0,0,N,41.66588227,-71.62533221,,1,Fish Hill Ball Fields,,771,STA,,0,0,1,Fish Hill Ball Fields is a Athletic Field located in Coventry,0,3,N,,Fish Hill,Road,0,,0,Coventry,0,0,Athletic Field,0,0,771
,,,1,,0,0,0,0,1,,,,,,,1,0,,,Y,0,0,0,N,41.67011909,-71.54834396,,0,North Glen Boat Launch,,773,MUN,,0,0,0,North Glen Boat Launch is a Local Park located in Coventry,0,0,N,,North Glen,Drive,0,,0,Coventry,0,0,Local Park,0,0,773
,,,1,,0,0,1,0,0,,,,,,,1,0,,,Y,0,0,0,N,41.7353064,-71.56554946,,1,Hope Pond Recreation Area & Beach,,774,MUN,,0,0,0,Hope Pond Recreation Area & Beach is a Local Park located in Scituate,0,0,N,,Ryefield,Road,0,,1,Scituate,0,0,Local Park,0,0,774
,,,1,,3,0,0,0,1,,,,,,,1,0,,,Y,0,0,0,N,41.51308193,-71.70585988,,0,Chariho Athletic Association,,778,PRV,,0,0,1,Chariho Athletic Association is a Local Park located in Hopkinton,0,0,N,,Nooseneck Hill,Road,0,,0,Hopkinton,0,0,Local Park,0,0,778
,,,0,,0,0,0,0,0,,,,,,,1,0,,,Y,0,1,0,N,41.64443577,-71.61373137,,0,Big River / Nooseneck Hill Road Fishing Access,,779,STA,,0,0,0,Big River / Nooseneck Hill Road Fishing Access is a Fishing & Boating Area located in West Greenwich,0,0,N,,Nooseneck Hill,Road,0,,0,West Greenwich,0,1,Fishing & Boating Area,0,0,779
,,,1,,0,0,0,0,0,,,,,,,1,0,,,Y,0,0,0,N,41.61748101,-71.20759657,,0,Nannaquaket Bridge,,780,MUN,,0,0,0,Nannaquaket Bridge is a Fishing & Boating Area located in Tiverton,0,0,N,,Nannaquaket,Road,0,,0,Tiverton,0,0,Fishing & Boating Area,0,0,780
,,,1,,0,0,0,0,0,,,,,,,1,0,,,Y,0,1,0,N,42.00394004,-71.69934659,,0,Round Top,,783,STA,,0,0,0,Round Top is a Management Area located in Burrillville,0,0,N,,Round Top,Road,0,,0,Burrillville,0,1,Management Area,0,0,783
,,,0,,0,0,0,0,0,,,,,,,1,0,,,Y,0,0,0,N,41.50233956,-71.75287407,,0,Blue Pond,,785,STA,,0,0,0,Blue Pond is a Fishing & Boating Area located in Hopkinton,0,0,N,,Canonchet,Road,0,,0,Hopkinton,0,1,Fishing & Boating Area,0,0,785
,,,1,,0,0,0,0,0,,,,,,,1,0,,,Y,0,0,0,N,41.5086685,-71.77915789,,0,Long Pond,,786,NGO,,0,0,0,Long Pond is a Fishing & Boating Area located in Hopkinton,0,0,N,,North,Road,0,,0,Hopkinton,0,1,Fishing & Boating Area,0,0,786
,,,1,,0,0,0,0,0,,,,,,,1,0,,,Y,0,0,0,N,41.63113431,-71.57110699,,0,Carr Pond,,788,STA,,0,0,1,Carr Pond is a Fishing & Boating Area located in West Greenwich,0,0,N,,Hopkins Hill,Road,0,,0,West Greenwich,0,1,Fishing & Boating Area,0,0,788
,,,1,,0,0,0,0,0,,,,,,,1,0,,,Y,0,0,0,N,41.37882818,-71.5149968,,0,State Pier # 4,,791,STA,,0,0,0,State Pier # 4 is a Fishing & Boating Area located in Narragansett,0,0,N,,Succotash,Road,0,,0,Narragansett,0,0,Fishing & Boating Area,0,0,791
Yes,http://www.riparks.com/Locations/LocationPulaski.html,100 acres,1,Pulaski State Park and Recreational Area; Peck Pond,0,0,1,0,0,,,(401) 568-2085,,"Located within the 3700 acre George Washington Management Area, the 100 acre Pulaski Memorial Recreation Area is a ""day use"" facility offering users a multitude of opportunities to enjoy the outdoors. From the first class trout fishing in the spring, to enjoying a picnic, a short hike, or a cool swim in the 13 acre Peck Pond in the summer, to cross-country skiing on the 10 miles of groomed trails into the adjacent George Washington Management area in the winter, Pulaski provides year round enjoyment for all ages.",Yes,1,0,,,Y,0,0,0,Y,41.93278647,-71.79680722,,0,Pulaski Park,,794,STA,Yes,0,0,1,Peck Pond / Pulaski Park is a State Park located in Burrillville,0,0,N,,Pulaski,Road,0,Yes,0,Burrillville,0,1,State Park,0,0,794
,,,1,,0,0,0,0,0,,,,,,,1,0,,,Y,0,0,0,N,41.89469397,-71.42659672,,0,Olney Pond Fishing Access,,797,STA,,0,0,0,Olney Pond Fishing Access is a Fishing & Boating Area located in Lincoln,0,0,N,,Stump Hill,Road,0,,0,Lincoln,0,0,Fishing & Boating Area,0,0,797
,,,1,,0,0,0,0,0,,,,,,,1,0,,,Y,0,0,0,N,41.69536241,-71.75683037,,0,Bucks Horn Brook,,798,STA,,0,0,0,Bucks Horn Brook is a Fishing & Boating Area located in Coventry,0,0,N,,Lewis Farm,Road,0,,0,Coventry,0,0,Fishing & Boating Area,0,0,798
,,,1,,0,0,0,0,0,,,,,,,1,0,,,Y,0,0,0,N,41.56175716,-71.71777127,,0,Deep Pond,,800,STA,,0,0,0,Deep Pond is a Fishing & Boating Area located in Exeter,0,0,N,,Blitzkrieg,Trail,0,,0,Exeter,0,0,Fishing & Boating Area,0,0,800
,,,1,,0,0,0,0,0,,,,,,,1,0,,,Y,0,0,0,N,41.59833597,-71.74579559,,0,Falls River - Austin Farm,,801,STA,,0,0,0,Falls River - Austin Farm is a Fishing & Boating Area located in Exeter,0,0,N,,Plain,Road,0,,0,Exeter,0,1,Fishing & Boating Area,0,0,801
,,,1,,0,0,0,0,0,,,,,,,1,0,,,Y,0,0,0,N,41.58025856,-71.72078324,,0,Lower Fall River,,802,STA,,0,0,0,Lower Fall River is a Fishing & Boating Area located in Exeter,0,0,N,,Midway Rail,,0,,0,Exeter,0,1,Fishing & Boating Area,0,0,802
