ID	OBJECTID	GoRI_TestFlag	GoRI_subset	F_Name	F_Type	Street	Town	OwnerTyp	P_Ground	B_Field	S_Field	F_Field	M_Field	B_Court	T_Court	V_Court	Track	SkatPark	IH_Rink	SH_Rink	Golf	Fishing	Boating	Hunting	Trails	Beach	Pool	ActiveRec	RestRoom	W_Path	B_Path	StateGrant	LWCFGrant	Lon	Lat	Conservation.Area	Description	Are.there.additional.names.for.this.recreational.area	Should.Be.Included.in.GoRI.	Not.Included..Why.	Allow.Dogs	Restrooms.Available.	Americans.with.Disabilities.Act..ADA..Parking	Stroller.Friendly	Picnic.Area	Acres.Miles	Contact.Info	Contact.Info.Seasonal	Link.for.More.Info
253	253	NA	N	Paull Park	Local Park	Sherry	Bristol	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Y	N	-71.17129225	41.55895787	NA	"A beautiful 13.2-acre wetland conservation area located across from the Mt. Hope High School, Paull park features Ramos Field, a baseball diamond, swing set and parking. Paull Park is a wetland area with  nature trails."	Ramos Field	NA	NA	NA	NA	NA	NA	NA	13.2 acres	NA	NA	NA
254	254	NA	N	Westerly Peewee Football	Athletic Facility	Old Hopkinton	Westerly	PRV	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.42711446	41.83789995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
255	255	NA	N	Calf Pasture Point	Local Park	Unnamed	North Kingstown	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.45356928	41.83821984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
256	256	1	N	Laforge Point Park	Local Park	Walmsley	North Kingstown	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.50100627	41.83301314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
257	257	NA	N	Blackstone Memorial Park	Local Park	Blackstone	Cumberland	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.61897724	41.82462196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
258	258	NA	N	High Street Field	Athletic Facility	High	Cumberland	MUN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.27165638	41.68800767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
259	259	NA	N	Valley Falls Heritage Park	Local Park	Mill	Cumberland	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Y	N	-71.25101714	41.6108262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
260	260	NA	N	PriviIege Street Field	Local Park	Privilege	Woonsocket	MUN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	Y	-71.44660868	41.55709243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
261	261	NA	N	Kelly Park / River Meadows	Local Park	Canal	North Smithfield	MUN	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	Y	Y	-71.32053993	41.46977997	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
262	262	1	Y	Carl's Pond	Fishing / Boating	Jencks	Cumberland	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.69733893	41.45079299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
263	263	NA	Y	St Paul / Waterford Playground	Local Park	Saint Paul	North Smithfield	MUN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	Y	-71.47056645	41.42977653	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
264	264	1	Y	Buck Hill Management Area	Management Area	Benson Mountain	Burrillville	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	N	N	-71.82043132	41.37632833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
265	265	NA	Y	Kendrick Ave. Playlot	Local Park	Kendrick	Woonsocket	MUN	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.32001409	41.74769443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
266	266	1	Y	Cass Park	Local Park	Newland	Woonsocket	MUN	1	2	3	0	3	1	5	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	Y	Y	-71.59456721	41.68457091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
267	267	1	Y	Diamond Hill Park	Local Park	Diamond Hill	Cumberland	MUN	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	Y	Y	-71.4789983	41.7733679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
268	268	NA	N	Rhodes Ave Conservation Area	Conservation Area	Rhodes	Woonsocket	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	Y	-71.35266303	41.81922773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
269	269	NA	N	Costa Park	Local Park	Olo	Woonsocket	MUN	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Y	Y	-71.71449857	41.86730856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
270	270	1	N	Kendall-Dean Field	School	Greene	North Smithfield	MUN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	N	Y	-71.45139089	41.93773507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
271	271	1	N	Margaret F. Carroll Park	Local Park	Main	North Smithfield	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	N	N	-71.54447129	41.95165709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
272	272	NA	N	Lemoureux Field	Local Park	Alysworth	Woonsocket	MUN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.40379536	41.83429541	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
273	273	NA	N	Bernon Memorial Park	Local Park	Kermit	Woonsocket	MUN	1	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	Y	-71.54400591	41.87980813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
274	274	NA	N	Globe Park	Local Park	Providence	Woonsocket	MUN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Y	N	-71.40910366	41.74608269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
275	275	NA	N	Iron Rocks Conservation Area	Conservation Area	Park	Woonsocket	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.51573101	41.70881945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
276	276	NA	N	Milton Ave / Union Village Playground	Local Park	Milton	North Smithfield	MUN	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	Y	-71.63713366	41.60582734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
277	277	NA	Y	Barry Memorial Field	Athletic Facility	Smithfield	Woonsocket	MUN	0	3	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	N	N	-71.62338553	41.98054383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
278	278	NA	N	Booth Pond Conservation Area	Conservation Area	Jillson	Woonsocket	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	Y	-71.40835476	41.91162597	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
279	279	NA	N	Cumberland Hill School	School	Manville Hill	Cumberland	SCH	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.53817926	41.91281288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
280	280	NA	N	Burrillville High School	School	Whipple	Burrillville	SCH	0	1	2	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.43139699	41.89726179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
281	281	NA	N	Callahan School	School	Callahan School	Burrillville	SCH	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.47604276	41.76870451	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
282	282	NA	N	Town Common / Bicentennial Park	Local Park	Steere	Burrillville	MUN	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	N	N	-71.34613697	41.75232442	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
283	283	NA	N	Cumberland High School Farm Drive Field	School	Mendon	Cumberland	MUN	0	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.29746634	41.6770906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
284	284	NA	N	Whitemill Property	Local Park	Wallum Lake	Burrillville	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Y	N	-71.43722388	41.65924781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
285	285	NA	N	Northern Lincoln Elementary	School	New River	Lincoln	SCH	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.26029934	41.61138656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
286	286	NA	N	Hauser Memorial Field	Local Park	Howard	Burrillville	MUN	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Y	N	-71.25514099	41.63357825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
287	287	NA	N	Albion Playground	Local Park	Berkshire	Lincoln	MUN	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	Y	-71.52201244	41.59032929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
288	288	NA	N	Ashton School	School	Scott	Cumberland	MUN	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.43125142	41.54018644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
289	289	1	Y	Monastery	Local Park	Diamond Hill	Cumberland	MUN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	N	Y	-71.45588557	41.49504847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
290	290	1	Y	Blackstone Bikeway	State Park	Farnworth	Lincoln	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	N	N	-71.2684191	41.48681422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
291	291	1	Y	George Washington Management Area	Management Area	Richardson	Burrillville	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	N	Y	-71.33828531	41.47532818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
292	292	NA	N	Garvin Field	School	Lonsdale Farm	Cumberland	SCH	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.36527682	41.48021883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
293	293	NA	N	Mowry Conservation Area	Conservation Area	Farnum Pike	Smithfield	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	Y	-71.39702944	41.45677614	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
294	294	1	Y	Washington Grove	State Park	Washington	Smithfield	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	Y	-71.35443376	41.45196351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
295	295	NA	N	Butterfly Pond Area	Local Park	Butterfly	Lincoln	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	N	N	-71.4726791	41.38970208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
296	296	1	Y	Woonasquatucket Reservoir	Fishing / Boating	Farnum Pike	Smithfield	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	N	Y	-71.64786675	41.38111243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
297	297	NA	N	BF Norton School	School	Broad	Cumberland	SCH	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Y	N	-71.5259904	41.37781081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
298	298	1	Y	Durfee Hill Management Area	Management Area	Willie Woodhead	Glocester	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	N	Y	-71.49946588	41.37331525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
299	299	1	Y	Chase Farm Conservation Area	Conservation Area	Hollywood	Lincoln	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	Y	Y	-71.63808469	41.35821598	Chase Farm Park	"The site of Lincoln’s last operating dairy farm, Chase & Butterfly Farm, the park contains 80-acres of picturesque hills and meadows depicting the rural character of the Great Road Historic District. Its idyllic setting is enjoyed by the public for walking, kite flying, fishing and sledding. Special events such as concerts, powwows, and Civil War Reenactments are held there as well."	Hearthside	Yes		Unsure	Yes	Yes	Yes	Yes	NA		NA	http://www.hearthsidehouse.org/chaseFarmHouse/
300	300	NA	N	Raymond C. Laperche Elem. Sch.	School	Limerock	Smithfield	SCH	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.80357795	41.32316413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
301	301	NA	N	Barney Pond Area	Local Park	Smithfield	Lincoln	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.28067042	41.72581274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
302	302	NA	N	Illinois St. Playground	Local Park	Illinois	Central Falls	MUN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	Y	-71.51280235	41.37543555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
303	303	NA	N	Sullivan Field	Local Park	Woodland	Lincoln	MUN	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	Y	-71.79680722	41.93278647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
304	304	1	Y	Georgiaville Beach	Local Park	Stillwater	Smithfield	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	N	N	-71.55507655	41.15241851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
305	305	NA	N	John St. Playground	Local Park	John	Pawtucket	MUN	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Y	N	-71.55119892	41.75072867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
306	306	1	Y	Lincoln Woods	State Park	Lincoln Woods	Lincoln	STA	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	0	N	Y	-71.40089696	41.90715993	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
307	307	NA	N	Garfield St. Totlot	Local Park	Garfield	Central Falls	MUN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	Y	-71.4343299	41.93764161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
308	308	NA	N	Gallagher Junior High School	School	Indian Run	Smithfield	SCH	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.44416746	41.93954059	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
309	309	NA	N	Old County Elementary School	School	Old County	Smithfield	SCH	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.45294413	41.95310107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
310	310	NA	N	McCabe Elementry School	School	Pleasant View	Smithfield	SCH	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.46697109	41.96827039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
311	311	NA	N	Fairlawn Playground	Local Park	Mcduff	Lincoln	MUN	1	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	Y	N	-71.49423089	41.99613113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
312	312	1	Y	Marion Irons Beach	Local Park	Snake Hill	Glocester	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	N	N	-71.3883932	41.81330494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
313	313	NA	N	Willow Field	Local Park	Willow	Smithfield	MUN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	Y	-71.36255605	41.77250279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
314	314	NA	N	Smithfield Ave Playground	Local Park	Smithfield	Pawtucket	MUN	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Y	Y	-71.28395503	41.68690959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
315	315	NA	N	Jenks Jr High School	School	Division	Pawtucket	SCH	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.29827765	41.75379359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
316	316	NA	N	Slater School Playground	School	Mineral Spring	Pawtucket	SCH	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.49347343	41.99388412	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
317	317	NA	N	Ayotte Park / Novelty Park	Local Park	Johnson	Pawtucket	MUN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	Y	-71.52602327	41.37991679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
318	318	NA	N	Birchwood School	School	Patricia	North Providence	SCH	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.57406748	41.21140991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
319	319	NA	N	Baldwin School	School	Randall	Pawtucket	SCH	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.56066948	41.22084183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
320	320	NA	N	Greystone Park	Local Park	Elmore	North Providence	MUN	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.45417719	41.65041654	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
321	321	NA	N	Ivan St. Park	Local Park	Washington	North Providence	MUN	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	Y	-71.503098	41.42250131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
322	322	1	Y	Greenlake Beach	Local Park	Bayou	Smithfield	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	N	N	-71.5195838	41.38589476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
323	323	NA	Y	McCarthy Park	Local Park	School	Pawtucket	MUN	1	2	1	0	1	1	3	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	Y	N	-71.21348812	41.55488291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
324	324	NA	N	Duffy Complex	Athletic Facility	Cleveland	Pawtucket	MUN	1	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Y	Y	-71.40175292	41.81210684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
325	325	NA	N	North Providence High School	School	Jackson	North Providence	SCH	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.44779609	41.57684247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
326	326	NA	N	Centerdale School	School	Brookside	North Providence	SCH	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.38881589	41.88765423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
327	327	1	Y	Snake Den State Park	Conservation Area	Hartford	Johnston	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	N	Y	-71.39238154	41.81949109	Snake Den State Park	"This undeveloped State park, minutes from Providence, includes the historic Dame Farm and several nice hiking/mountian biking trails"		Yes		Yes	No	No	No	No	NA	RI Parks & Recreation (401) 667-6200 	NA	
328	328	NA	Y	Lippitt Park	Local Park	Hope	Providence	MUN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	N	Y	-71.39802252	41.4916438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
329	329	NA	N	Windmill St. Playground	Local Park	Windmill	Providence	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.55036864	41.88010183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
330	330	NA	N	Canada Pond	Fishing / Boating	Udell	Providence	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	N	Y	-71.46976909	41.43500669	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
331	331	NA	N	McGuire School	Local Park	Central	North Providence	MUN	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	Y	-71.45254419	41.50638201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
332	332	NA	N	Ascham St. Playground	Local Park	Ascham	Providence	MUN	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	Y	-71.57904964	42.00004095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
333	333	NA	Y	Iola French Park	Local Park	Stansbury	Providence	MUN	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	N	N	-71.29054395	41.68762909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
334	334	1	Y	Ricci School Athletic Complex	Athletic Facility	Intervale	North Providence	MUN	0	0	3	0	3	0	4	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.44404665	41.47089452	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
335	335	NA	N	Morris Ave. Totlot	Local Park	Morris	Providence	MUN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.19320615	41.46371863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
336	336	NA	N	Billy Taylor Park	Local Park	Camp	Providence	MUN	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.58277417	42.00007827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
337	337	NA	N	Fargnoli Park	Local Park	Smith	Providence	MUN	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	Y	-71.2972995	41.73726007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
338	338	NA	N	Sessions St. Playground	Local Park	Sessions	Providence	MUN	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.4766885	41.39966844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
339	339	NA	N	Triggs Memorial Golf Course	Athletic Facility	Chalkstone	Providence	MUN	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	N	N	-71.36820642	41.60221962	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
340	340	1	Y	Mount Pleasant H. S. Fields	School	Rialto	Providence	SCH	0	1	2	1	2	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Y	N	-71.3443717	41.53399235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
341	341	NA	N	Nathan Bishop School	School	Elmgrove	Providence	SCH	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.40055381	41.50149014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
342	342	NA	N	Obediah Brown Field	Local Park	Obediah Brown	Providence	MUN	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.49902682	41.37820421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
343	343	NA	N	Barnes School	School	Barnes	Johnston	SCH	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.57568695	42.00180914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
344	344	NA	N	Martin Luther King Playground	Local Park	Camp	Providence	MUN	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	Y	-71.41106504	41.70613592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
